Sexo;Nacionalidad;Edad;Número de delitos;Periodo;Total
Mujeres;Española;De 31 a 35 años;Condenados con cuatro o más delitos;2019;237
Mujeres;Española;De 31 a 35 años;Condenados con cuatro o más delitos;2018;219
Mujeres;Española;De 31 a 35 años;Condenados con cuatro o más delitos;2017;181
Mujeres;Española;De 31 a 35 años;Condenados con cuatro o más delitos;2016;140
Mujeres;Española;De 31 a 35 años;Condenados con cuatro o más delitos;2015;42
Mujeres;Española;De 31 a 35 años;Condenados con cuatro o más delitos;2014;38
Mujeres;Española;De 31 a 35 años;Condenados con cuatro o más delitos;2013;33
Mujeres;Española;De 36 a 40 años;Total;2021;5.572
Mujeres;Española;De 36 a 40 años;Total;2020;4.387
Mujeres;Española;De 36 a 40 años;Total;2019;5.988
Mujeres;Española;De 36 a 40 años;Total;2018;6.100
Mujeres;Española;De 36 a 40 años;Total;2017;6.102
Mujeres;Española;De 36 a 40 años;Total;2016;5.229
Mujeres;Española;De 36 a 40 años;Total;2015;3.468
Mujeres;Española;De 36 a 40 años;Total;2014;2.953
Mujeres;Española;De 36 a 40 años;Total;2013;2.680
Mujeres;Española;De 36 a 40 años;Condenados con un delito;2021;4.295
Mujeres;Española;De 36 a 40 años;Condenados con un delito;2020;3.472
Mujeres;Española;De 36 a 40 años;Condenados con un delito;2019;4.752
Mujeres;Española;De 36 a 40 años;Condenados con un delito;2018;4.822
Mujeres;Española;De 36 a 40 años;Condenados con un delito;2017;4.948
Mujeres;Española;De 36 a 40 años;Condenados con un delito;2016;4.306
Mujeres;Española;De 36 a 40 años;Condenados con un delito;2015;2.977
Mujeres;Española;De 36 a 40 años;Condenados con un delito;2014;2.534
Mujeres;Española;De 36 a 40 años;Condenados con un delito;2013;2.321
Mujeres;Española;De 36 a 40 años;Condenados con dos delitos;2021;848
Mujeres;Española;De 36 a 40 años;Condenados con dos delitos;2020;644
Mujeres;Española;De 36 a 40 años;Condenados con dos delitos;2019;832
Mujeres;Española;De 36 a 40 años;Condenados con dos delitos;2018;823
Mujeres;Española;De 36 a 40 años;Condenados con dos delitos;2017;796
Mujeres;Española;De 36 a 40 años;Condenados con dos delitos;2016;633
Mujeres;Española;De 36 a 40 años;Condenados con dos delitos;2015;377
Mujeres;Española;De 36 a 40 años;Condenados con dos delitos;2014;339
Mujeres;Española;De 36 a 40 años;Condenados con dos delitos;2013;276
Mujeres;Española;De 36 a 40 años;Condenados con tres delitos;2021;205
Mujeres;Española;De 36 a 40 años;Condenados con tres delitos;2020;158
Mujeres;Española;De 36 a 40 años;Condenados con tres delitos;2019;193
Mujeres;Española;De 36 a 40 años;Condenados con tres delitos;2018;234
Mujeres;Española;De 36 a 40 años;Condenados con tres delitos;2017;171
Mujeres;Española;De 36 a 40 años;Condenados con tres delitos;2016;146
Mujeres;Española;De 36 a 40 años;Condenados con tres delitos;2015;78
Mujeres;Española;De 36 a 40 años;Condenados con tres delitos;2014;53
Mujeres;Española;De 36 a 40 años;Condenados con tres delitos;2013;56
Mujeres;Española;De 36 a 40 años;Condenados con cuatro o más delitos;2021;224
Mujeres;Española;De 36 a 40 años;Condenados con cuatro o más delitos;2020;113
Mujeres;Española;De 36 a 40 años;Condenados con cuatro o más delitos;2019;211
Mujeres;Española;De 36 a 40 años;Condenados con cuatro o más delitos;2018;221
Mujeres;Española;De 36 a 40 años;Condenados con cuatro o más delitos;2017;187
Mujeres;Española;De 36 a 40 años;Condenados con cuatro o más delitos;2016;144
Mujeres;Española;De 36 a 40 años;Condenados con cuatro o más delitos;2015;36
Mujeres;Española;De 36 a 40 años;Condenados con cuatro o más delitos;2014;27
Mujeres;Española;De 36 a 40 años;Condenados con cuatro o más delitos;2013;27
Mujeres;Española;De 41 a 50 años;Total;2021;9.489
Mujeres;Española;De 41 a 50 años;Total;2020;7.466
Mujeres;Española;De 41 a 50 años;Total;2019;9.698
Mujeres;Española;De 41 a 50 años;Total;2018;9.595
Mujeres;Española;De 41 a 50 años;Total;2017;9.377
Mujeres;Española;De 41 a 50 años;Total;2016;8.087
Mujeres;Española;De 41 a 50 años;Total;2015;5.128
Mujeres;Española;De 41 a 50 años;Total;2014;4.126
Mujeres;Española;De 41 a 50 años;Total;2013;3.884
Mujeres;Española;De 41 a 50 años;Condenados con un delito;2021;7.561
Mujeres;Española;De 41 a 50 años;Condenados con un delito;2020;6.053
Mujeres;Española;De 41 a 50 años;Condenados con un delito;2019;7.749
Mujeres;Española;De 41 a 50 años;Condenados con un delito;2018;7.818
Mujeres;Española;De 41 a 50 años;Condenados con un delito;2017;7.689
Mujeres;Española;De 41 a 50 años;Condenados con un delito;2016;6.699
Mujeres;Española;De 41 a 50 años;Condenados con un delito;2015;4.358
Mujeres;Española;De 41 a 50 años;Condenados con un delito;2014;3.548
Mujeres;Española;De 41 a 50 años;Condenados con un delito;2013;3.350
Mujeres;Española;De 41 a 50 años;Condenados con dos delitos;2021;1.297
Mujeres;Española;De 41 a 50 años;Condenados con dos delitos;2020;985
Mujeres;Española;De 41 a 50 años;Condenados con dos delitos;2019;1.302
Mujeres;Española;De 41 a 50 años;Condenados con dos delitos;2018;1.190
Mujeres;Española;De 41 a 50 años;Condenados con dos delitos;2017;1.182
Mujeres;Española;De 41 a 50 años;Condenados con dos delitos;2016;988
Mujeres;Española;De 41 a 50 años;Condenados con dos delitos;2015;599
Mujeres;Española;De 41 a 50 años;Condenados con dos delitos;2014;442
Mujeres;Española;De 41 a 50 años;Condenados con dos delitos;2013;431
Mujeres;Española;De 41 a 50 años;Condenados con tres delitos;2021;354
Mujeres;Española;De 41 a 50 años;Condenados con tres delitos;2020;226
Mujeres;Española;De 41 a 50 años;Condenados con tres delitos;2019;329
Mujeres;Española;De 41 a 50 años;Condenados con tres delitos;2018;306
Mujeres;Española;De 41 a 50 años;Condenados con tres delitos;2017;281
Mujeres;Española;De 41 a 50 años;Condenados con tres delitos;2016;206
Mujeres;Española;De 41 a 50 años;Condenados con tres delitos;2015;108
Mujeres;Española;De 41 a 50 años;Condenados con tres delitos;2014;98
Mujeres;Española;De 41 a 50 años;Condenados con tres delitos;2013;65
Mujeres;Española;De 41 a 50 años;Condenados con cuatro o más delitos;2021;277
Mujeres;Española;De 41 a 50 años;Condenados con cuatro o más delitos;2020;202
Mujeres;Española;De 41 a 50 años;Condenados con cuatro o más delitos;2019;318
Mujeres;Española;De 41 a 50 años;Condenados con cuatro o más delitos;2018;281
Mujeres;Española;De 41 a 50 años;Condenados con cuatro o más delitos;2017;225
Mujeres;Española;De 41 a 50 años;Condenados con cuatro o más delitos;2016;194
Mujeres;Española;De 41 a 50 años;Condenados con cuatro o más delitos;2015;63
Mujeres;Española;De 41 a 50 años;Condenados con cuatro o más delitos;2014;38
Mujeres;Española;De 41 a 50 años;Condenados con cuatro o más delitos;2013;38
Mujeres;Española;De 51 a 60 años;Total;2021;5.112
Mujeres;Española;De 51 a 60 años;Total;2020;3.813
Mujeres;Española;De 51 a 60 años;Total;2019;5.217
Mujeres;Española;De 51 a 60 años;Total;2018;4.745
Mujeres;Española;De 51 a 60 años;Total;2017;4.762
Mujeres;Española;De 51 a 60 años;Total;2016;3.985
Mujeres;Española;De 51 a 60 años;Total;2015;2.122
Mujeres;Española;De 51 a 60 años;Total;2014;1.592
Mujeres;Española;De 51 a 60 años;Total;2013;1.329
Mujeres;Española;De 51 a 60 años;Condenados con un delito;2021;4.262
Mujeres;Española;De 51 a 60 años;Condenados con un delito;2020;3.236
Mujeres;Española;De 51 a 60 años;Condenados con un delito;2019;4.380
Mujeres;Española;De 51 a 60 años;Condenados con un delito;2018;4.068
Mujeres;Española;De 51 a 60 años;Condenados con un delito;2017;4.084
Mujeres;Española;De 51 a 60 años;Condenados con un delito;2016;3.437
Mujeres;Española;De 51 a 60 años;Condenados con un delito;2015;1.899
Mujeres;Española;De 51 a 60 años;Condenados con un delito;2014;1.386
Mujeres;Española;De 51 a 60 años;Condenados con un delito;2013;1.167
Mujeres;Española;De 51 a 60 años;Condenados con dos delitos;2021;585
Mujeres;Española;De 51 a 60 años;Condenados con dos delitos;2020;427
Mujeres;Española;De 51 a 60 años;Condenados con dos delitos;2019;596
Mujeres;Española;De 51 a 60 años;Condenados con dos delitos;2018;485
Mujeres;Española;De 51 a 60 años;Condenados con dos delitos;2017;502
Mujeres;Española;De 51 a 60 años;Condenados con dos delitos;2016;404
Mujeres;Española;De 51 a 60 años;Condenados con dos delitos;2015;184
Mujeres;Española;De 51 a 60 años;Condenados con dos delitos;2014;178
Mujeres;Española;De 51 a 60 años;Condenados con dos delitos;2013;134
Mujeres;Española;De 51 a 60 años;Condenados con tres delitos;2021;140
Mujeres;Española;De 51 a 60 años;Condenados con tres delitos;2020;91
Mujeres;Española;De 51 a 60 años;Condenados con tres delitos;2019;136
Mujeres;Española;De 51 a 60 años;Condenados con tres delitos;2018;103
Mujeres;Española;De 51 a 60 años;Condenados con tres delitos;2017;105
Mujeres;Española;De 51 a 60 años;Condenados con tres delitos;2016;87
Mujeres;Española;De 51 a 60 años;Condenados con tres delitos;2015;22
Mujeres;Española;De 51 a 60 años;Condenados con tres delitos;2014;19
Mujeres;Española;De 51 a 60 años;Condenados con tres delitos;2013;18
Mujeres;Española;De 51 a 60 años;Condenados con cuatro o más delitos;2021;125
Mujeres;Española;De 51 a 60 años;Condenados con cuatro o más delitos;2020;59
Mujeres;Española;De 51 a 60 años;Condenados con cuatro o más delitos;2019;105
Mujeres;Española;De 51 a 60 años;Condenados con cuatro o más delitos;2018;89
Mujeres;Española;De 51 a 60 años;Condenados con cuatro o más delitos;2017;71
Mujeres;Española;De 51 a 60 años;Condenados con cuatro o más delitos;2016;57
Mujeres;Española;De 51 a 60 años;Condenados con cuatro o más delitos;2015;17
Mujeres;Española;De 51 a 60 años;Condenados con cuatro o más delitos;2014;9
Mujeres;Española;De 51 a 60 años;Condenados con cuatro o más delitos;2013;10
Mujeres;Española;De 61 a 70 años;Total;2021;1.840
Mujeres;Española;De 61 a 70 años;Total;2020;1.495
Mujeres;Española;De 61 a 70 años;Total;2019;2.093
Mujeres;Española;De 61 a 70 años;Total;2018;1.836
Mujeres;Española;De 61 a 70 años;Total;2017;1.886
Mujeres;Española;De 61 a 70 años;Total;2016;1.481
Mujeres;Española;De 61 a 70 años;Total;2015;626
Mujeres;Española;De 61 a 70 años;Total;2014;453
Mujeres;Española;De 61 a 70 años;Total;2013;369
Mujeres;Española;De 61 a 70 años;Condenados con un delito;2021;1.619
Mujeres;Española;De 61 a 70 años;Condenados con un delito;2020;1.319
Mujeres;Española;De 61 a 70 años;Condenados con un delito;2019;1.829
Mujeres;Española;De 61 a 70 años;Condenados con un delito;2018;1.623
Mujeres;Española;De 61 a 70 años;Condenados con un delito;2017;1.678
Mujeres;Española;De 61 a 70 años;Condenados con un delito;2016;1.335
Mujeres;Española;De 61 a 70 años;Condenados con un delito;2015;558
Mujeres;Española;De 61 a 70 años;Condenados con un delito;2014;407
Mujeres;Española;De 61 a 70 años;Condenados con un delito;2013;332
Mujeres;Española;De 61 a 70 años;Condenados con dos delitos;2021;172
Mujeres;Española;De 61 a 70 años;Condenados con dos delitos;2020;137
Mujeres;Española;De 61 a 70 años;Condenados con dos delitos;2019;205
Mujeres;Española;De 61 a 70 años;Condenados con dos delitos;2018;169
Mujeres;Española;De 61 a 70 años;Condenados con dos delitos;2017;173
Mujeres;Española;De 61 a 70 años;Condenados con dos delitos;2016;121
Mujeres;Española;De 61 a 70 años;Condenados con dos delitos;2015;61
Mujeres;Española;De 61 a 70 años;Condenados con dos delitos;2014;40
Mujeres;Española;De 61 a 70 años;Condenados con dos delitos;2013;31
Mujeres;Española;De 61 a 70 años;Condenados con tres delitos;2021;30
Mujeres;Española;De 61 a 70 años;Condenados con tres delitos;2020;24
Mujeres;Española;De 61 a 70 años;Condenados con tres delitos;2019;34
Mujeres;Española;De 61 a 70 años;Condenados con tres delitos;2018;23
Mujeres;Española;De 61 a 70 años;Condenados con tres delitos;2017;22
Mujeres;Española;De 61 a 70 años;Condenados con tres delitos;2016;17
Mujeres;Española;De 61 a 70 años;Condenados con tres delitos;2015;3
Mujeres;Española;De 61 a 70 años;Condenados con tres delitos;2014;3
Mujeres;Española;De 61 a 70 años;Condenados con tres delitos;2013;6
Mujeres;Española;De 61 a 70 años;Condenados con cuatro o más delitos;2021;19
Mujeres;Española;De 61 a 70 años;Condenados con cuatro o más delitos;2020;15
Mujeres;Española;De 61 a 70 años;Condenados con cuatro o más delitos;2019;25
Mujeres;Española;De 61 a 70 años;Condenados con cuatro o más delitos;2018;21
Mujeres;Española;De 61 a 70 años;Condenados con cuatro o más delitos;2017;13
Mujeres;Española;De 61 a 70 años;Condenados con cuatro o más delitos;2016;8
Mujeres;Española;De 61 a 70 años;Condenados con cuatro o más delitos;2015;4
Mujeres;Española;De 61 a 70 años;Condenados con cuatro o más delitos;2014;3
Mujeres;Española;De 61 a 70 años;Condenados con cuatro o más delitos;2013;0
Mujeres;Española;71 y más años;Total;2021;703
Mujeres;Española;71 y más años;Total;2020;539
Mujeres;Española;71 y más años;Total;2019;736
Mujeres;Española;71 y más años;Total;2018;681
Mujeres;Española;71 y más años;Total;2017;672
Mujeres;Española;71 y más años;Total;2016;520
Mujeres;Española;71 y más años;Total;2015;191
Mujeres;Española;71 y más años;Total;2014;111
Mujeres;Española;71 y más años;Total;2013;106
Mujeres;Española;71 y más años;Condenados con un delito;2021;638
Mujeres;Española;71 y más años;Condenados con un delito;2020;493
Mujeres;Española;71 y más años;Condenados con un delito;2019;647
Mujeres;Española;71 y más años;Condenados con un delito;2018;614
Mujeres;Española;71 y más años;Condenados con un delito;2017;616
Mujeres;Española;71 y más años;Condenados con un delito;2016;476
Mujeres;Española;71 y más años;Condenados con un delito;2015;179
Mujeres;Española;71 y más años;Condenados con un delito;2014;102
Mujeres;Española;71 y más años;Condenados con un delito;2013;97
Mujeres;Española;71 y más años;Condenados con dos delitos;2021;55
Mujeres;Española;71 y más años;Condenados con dos delitos;2020;42
Mujeres;Española;71 y más años;Condenados con dos delitos;2019;70
Mujeres;Española;71 y más años;Condenados con dos delitos;2018;54
Mujeres;Española;71 y más años;Condenados con dos delitos;2017;46
Mujeres;Española;71 y más años;Condenados con dos delitos;2016;38
Mujeres;Española;71 y más años;Condenados con dos delitos;2015;9
Mujeres;Española;71 y más años;Condenados con dos delitos;2014;8
Mujeres;Española;71 y más años;Condenados con dos delitos;2013;8
Mujeres;Española;71 y más años;Condenados con tres delitos;2021;6
Mujeres;Española;71 y más años;Condenados con tres delitos;2020;2
Mujeres;Española;71 y más años;Condenados con tres delitos;2019;11
Mujeres;Española;71 y más años;Condenados con tres delitos;2018;8
Mujeres;Española;71 y más años;Condenados con tres delitos;2017;5
Mujeres;Española;71 y más años;Condenados con tres delitos;2016;4
Mujeres;Española;71 y más años;Condenados con tres delitos;2015;2
Mujeres;Española;71 y más años;Condenados con tres delitos;2014;1
Mujeres;Española;71 y más años;Condenados con tres delitos;2013;1
Mujeres;Española;71 y más años;Condenados con cuatro o más delitos;2021;4
Mujeres;Española;71 y más años;Condenados con cuatro o más delitos;2020;2
Mujeres;Española;71 y más años;Condenados con cuatro o más delitos;2019;8
Mujeres;Española;71 y más años;Condenados con cuatro o más delitos;2018;5
Mujeres;Española;71 y más años;Condenados con cuatro o más delitos;2017;5
Mujeres;Española;71 y más años;Condenados con cuatro o más delitos;2016;2
Mujeres;Española;71 y más años;Condenados con cuatro o más delitos;2015;1
Mujeres;Española;71 y más años;Condenados con cuatro o más delitos;2014;0
Mujeres;Española;71 y más años;Condenados con cuatro o más delitos;2013;0
Mujeres;Extranjera;Total ;Total;2021;11.392
Mujeres;Extranjera;Total ;Total;2020;9.421
Mujeres;Extranjera;Total ;Total;2019;13.238
Mujeres;Extranjera;Total ;Total;2018;12.777
Mujeres;Extranjera;Total ;Total;2017;12.404
Mujeres;Extranjera;Total ;Total;2016;11.013
Mujeres;Extranjera;Total ;Total;2015;6.741
Mujeres;Extranjera;Total ;Total;2014;5.773
Mujeres;Extranjera;Total ;Total;2013;5.824
Mujeres;Extranjera;Total ;Condenados con un delito;2021;9.311
Mujeres;Extranjera;Total ;Condenados con un delito;2020;7.728
Mujeres;Extranjera;Total ;Condenados con un delito;2019;10.735
Mujeres;Extranjera;Total ;Condenados con un delito;2018;10.496
Mujeres;Extranjera;Total ;Condenados con un delito;2017;10.328
Mujeres;Extranjera;Total ;Condenados con un delito;2016;9.289
Mujeres;Extranjera;Total ;Condenados con un delito;2015;5.778
Mujeres;Extranjera;Total ;Condenados con un delito;2014;5.088
Mujeres;Extranjera;Total ;Condenados con un delito;2013;5.182
Mujeres;Extranjera;Total ;Condenados con dos delitos;2021;1.376
Mujeres;Extranjera;Total ;Condenados con dos delitos;2020;1.154
Mujeres;Extranjera;Total ;Condenados con dos delitos;2019;1.593
Mujeres;Extranjera;Total ;Condenados con dos delitos;2018;1.458
Mujeres;Extranjera;Total ;Condenados con dos delitos;2017;1.361
Mujeres;Extranjera;Total ;Condenados con dos delitos;2016;1.156
Mujeres;Extranjera;Total ;Condenados con dos delitos;2015;725
Mujeres;Extranjera;Total ;Condenados con dos delitos;2014;545
Mujeres;Extranjera;Total ;Condenados con dos delitos;2013;531
